1210,1
62,1
475,16
217,1
138,4
107,1
186,1
3430,64
6457,64
4354,64
4392,64
56,269
4467,64
1365,512
184,72
395,1
1215,1
68,1
452,16
417,1
519,4
227,1
303,1
49,64
5208,64
1668,64
4928,64
53,64
48,64
76,64
69,64
48,64
48,64
48,64
48,64
48,64
48,64
5473,64
4639,64
7201,64
4669,64
4761,64
1210,1
62,1
904,16
218,1
314,4
111,1
185,1
736,1K
242,1K
676,1K
240,1K
673,1K
243,1K
638,1K
647,1K
745,2K
3613,1K
646,1K
669,1K
760,2K
675,1K
669,1K
1429,512
924,2K
89,1
734,1K
735,1K
1301,2K
1100,1K
756,512
107,1
23,1
12608,512
668,1
738,1
1962,1
3605,8
207,1
423,1
367,1
490,1
454,1
363,1
749,1K
742,1K
431,1
536,1
361,1
309,822
3618,8
931,813
5661,64
3611,8
56,1
195,37
224,74
206,294
21,128
75,512
189,1
188,1
190,1
164,1
188,1
214,1
164,1
195,1
164,1
190,1
158,1
187,1
213,1
232,1
184,1
183,1
175,1
192,1
218,1
193,1
216,1
275,1
181,1
179,1
246,1
186,1
245,1
162,1
187,1
246,1
216,1
216,1
216,1
216,1
215,1
185,1
185,1
185,1
294,294
165,588
16,1
17,1
16,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
4,1
282,64
0,2
1,2
1,2
628,64
656,64
4002,64
5455,64
3905,64
4,1
4,1
8,1
4,1
4,1
3,1
3,1
4,1
3,1
3,1
4,1
3,1
4,1
4,1
4,1
4,1
4,1
7,1
7,1
4,1
4,1
7,1
4,1
5,1
7,10
152,10
6387,64
4553,64
4773,64
57,1
86,1
5,1
4,1
4,1
5,1
4,1
3,1
3,1
3,1
3,1
4,1
4,1
4,1
7,1
4,1
4,1
5,1
4,1
4,1
6,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
16,1
4,1
4,1
5,1
4,1
6,1
4,1
57,1
81,16
157,16
106,1
120,8
244,2
308,8
148,1
318,2
12,1
5,1
5,1
12,1
13,1
6,1
12,1
4,1
4,1
11,1
11,1
4,1
7,1
6,1
9,32
7,16
7,1
444,147
9,1
1206,16
361,294
857,16
67,1
437,16
10,1
71,1
508,16
1275,16
313,1
613,1
381,1034
312,1
0,1
1,2
1,3
33,1
443,16
1,1
32,1
456,2
457,4
2700,8
2700,16
426,32
495,128
495,256
495,512
227,1
37,1
33,1
47,2
465,2
56,4
465,4
65,8
2717,8
73,16
2717,16
90,32
441,32
107,64
446,64
94,128
730,128
630,256
463,256
131,1
170,1
952,64
1063,4
6,1
82,1
1145,4
1130,4
1122,4
1125,4
1136,4
1132,4
804,1152
2717,1152
2,64
1009,58
1148,57
2729,56
10399,55
4414,64
688,32
1016,32
1018,32
1017,32
1015,32
1017,32
1017,32
1013,32
1017,32
3,32
2,32
636,32
731,32
6741,55
691,1
667,1
668,1
683,1
679,1
668,1
666,1
668,1
674,1
664,1
682,1
683,1
682,1
668,1
667,1
670,1
664,1
682,1
665,1
669,1
664,1
685,1
684,1
666,1
685,1
683,1
666,1
679,1
680,1
683,1
671,1
681,1
684,1
663,1
666,1
681,1
681,1
682,1
683,1
1,1
667,1
667,1
669,1
655,1
667,1
685,1
667,1
665,1
668,1
688,1
666,1
683,1
685,1
679,1
684,1
668,1
657,1
663,1
659,1
686,1
669,1
664,1
654,1
666,1
667,1
682,1
670,1
665,1
667,1
667,1
682,1
667,1
682,1
654,1
668,1
658,1
666,1
669,1
661,1
665,1
681,1
685,1
666,1
667,1
683,1
683,1
670,1
665,1
664,1
665,1
669,1
685,1
686,1
683,1
681,1
663,1
664,1
665,1
664,1
664,1
684,1
683,1
664,1
667,1
682,1
666,1
681,1
668,1
682,1
666,1
682,1
682,1
667,1
683,1
685,1
683,1
654,1
681,1
668,1
656,1
668,1
670,1
684,1
685,1
667,1
667,1
663,1
667,1
685,1
670,1
683,1
684,1
670,1
663,1
667,1
663,1
664,1
669,1
684,1
684,1
663,1
681,1
664,1
667,1
686,1
669,1
668,1
666,1
665,1
664,1
665,1
667,1
666,1
669,1
668,1
682,1
684,1
662,1
667,1
663,1
670,1
684,1
684,1
654,1
682,1
682,1
680,1
683,1
667,1
684,1
683,1
670,1
655,1
682,1
683,1
682,1
667,1
670,1
668,1
667,1
667,1
654,1
682,1
668,1
666,1
683,1
684,1
667,1
663,1
684,1
666,1
666,1
684,1
682,1
666,1
690,1
681,1
668,1
670,1
681,1
684,1
682,1
669,1
684,1
667,1
682,1
687,1
665,1
665,1
657,1
667,1
670,1
685,1
683,1
682,1
683,1
667,1
667,1
667,1
681,1
666,1
681,1
665,1
669,1
676,1
666,1
668,1
683,1
680,1
680,1
684,1
668,1
686,1
681,1
684,1
668,1
661,1
669,1
683,1
682,1
669,1
684,1
666,1
669,1
665,1
670,1
668,1
667,1
667,1
669,1
666,1
679,1
683,1
683,1
683,1
684,1
667,1
663,1
667,1
685,1
657,1
666,1
667,1
684,1
684,1
682,1
672,1
685,1
683,1
684,1
682,1
669,1
681,1
669,1
683,1
666,1
672,1
667,1
683,1
668,1
658,1
668,1
669,1
670,1
659,1
670,1
676,1
668,1
671,1
669,1
685,1
685,1
685,1
672,1
685,1
658,1
683,1
685,1
672,1
665,1
685,1
684,1
684,1
664,1
662,1
680,1
685,1
691,1
669,1
684,1
667,1
668,1
660,1
660,1
670,1
670,1
683,1
665,1
668,1
683,1
667,1
670,1
684,1
669,1
683,1
682,1
668,1
682,1
682,1
681,1
686,1
684,1
668,1
684,1
668,1
681,1
683,1
681,1
668,1
682,1
684,1
684,1
657,1
683,1
682,1
681,1
667,1
683,1
669,1
670,1
665,1
669,1
664,1
657,1
669,1
685,1
666,1
670,1
684,1
668,1
666,1
668,1
683,1
667,1
685,1
683,1
667,1
683,1
684,1
682,1
683,1
684,1
683,1
685,1
668,1
683,1
665,1
683,1
680,1
684,1
685,1
684,1
665,1
680,1
682,1
682,1
666,1
684,1
659,1
