Elapsedmins, Nodes
77,68
77,68
75,68
77,68
77,68
77,68
99,96
14,1
217,172
81,1
80,1
81,1
82,1
83,1
82,1
81,1
82,1
81,1
81,1
81,1
82,1
83,1
81,1
82,1
87,1
82,1
82,1
80,1
81,1
81,1
82,1
81,1
82,1
80,1
81,1
80,1
82,1
84,1
79,1
83,1
81,1
81,1
80,1
81,1
82,1
83,1
82,1
83,1
83,1
82,1
81,1
83,1
82,1
88,1
82,1
80,1
81,1
82,1
82,1
84,1
82,1
82,1
82,1
379,320
105,320
1,2
10,1
8,16
6,1
3,1
6,1
13,1
3,1
37,1
1,4
3,1
3,1
3,1
3,1
1,1
21,2K
44,60
44,60
61,60
61,60
60,60
17,2K
84,40
82,40
75,40
72,40
66,40
68,40
71,1.50K
2,1
1,48
2,1
17,2K
38,1
1,183
1,183
1,183
1,183
1,183
2,183
2,183
67,32
67,32
67,32
67,32
67,32
67,32
64,32
65,32
65,32
65,32
65,32
34,40
25,40
69,40
23,40
67,40
60,40
40,40
42,40
35,40
71,40
66,40
57,40
59,40
72,40
70,40
67,40
60,40
46,40
65,40
63,40
64,40
72,40
72,40
64,40
72,40
69,40
655,256
13,100
12,100
115,100
10,100
124,100
14,100
4,64
82,100
80,100
83,100
87,100
86,100
84,100
240,183
83,100
93,100
123,100
93,100
88,100
112,100
324,100
96,100
92,100
60,100
90,100
94,100
319,100
86,100
93,100
95,100
639,256
6,1
18,64
146,448
6,1
5,8
16,18
117,64
109,64
94,64
95,64
92,64
92,64
91,64
34,4
4,1
115,10
2,64
1,32
125,96
4,32
7,1
9,1
1,1
1,1
1,1
29,6
1,1
229,384
1,1
126,96
1,1
5,1
87,3
116,10
231,200
231,200
236,200
24,60
81,1
126,96
15,60
10,24
28,1
13,2
115,6
115,10
116,10
7,1
1,1
1,1
48,1
113,8
14,1
1,4
1,1
1,4
1,1
115,10
115,10
34,2
5,4
125,96
5,4
125,96
66,2
15,1
116,2
126,184
17,1
1,1
2,16
2,1
2,4
2,16
1,1
2,4
2,16
1,1
3,1
3,1
4,1
4,1
4,1
36,1
31,2
8,2304
20,40
12,40
16,100
17,200
42,1
116,10
19,64
116,2
113,8
36,1
37,2
109,2
117,2
116,2
115,10
1,1
4,1
9,2304
13,1
102,320
8,2304
83,40
86,40
84,40
83,40
690,512
614,512
81,1
68,16
78,68
91,68
76,68
77,68
78,68
77,68
76,68
76,68
75,68
76,68
76,68
77,68
75,68
76,68
77,68
77,68
65,120
12,40
43,1
14,1
7,2304
9,1000
27,1000
6,1000
87,60
77,60
77,60
77,60
78,60
77,60
78,60
78,60
77,60
79,60
77,60
77,60
82,60
77,60
94,60
77,60
78,60
77,60
81,60
4,18
1,1
1,1
1,1
3,1
1,1
61,32
61,32
61,32
82,1
85,1
81,1
81,1
80,1
81,1
81,1
82,1
81,1
81,1
81,1
82,1
81,1
83,1
80,1
82,1
82,1
82,1
81,1
92,40
35,40
106,40
109,40
109,40
106,40
106,40
103,40
118,40
101,40
71,40
92,40
109,40
91,40
88,40
77,40
79,40
93,40
81,40
115,40
89,40
84,40
90,40
70,40
115,40
77,40
111,40
100,40
109,40
95,40
77,40
91,40
55,40
87,40
102,40
99,40
111,40
105,40
100,40
77,40
95,40
84,40
87,40
62,40
69,40
79,40
61,40
75,40
79,40
57,40
54,40
65,40
7,1
1,1
13,1
1,1
18,1
1,2
13,1
15,1
42,1
7,2
3,2
116,20
1,1
1,1
1,1
1,1
1,1
1,1
111,64
15,1
77,128
30,1
44,80
21,1
9,2
1,8
1,8
13,32
1,92
1,40
7,2304
10,1
3,10
27,1
6,2304
10,40
22,1
1,92
7,2304
8,2304
9,16
35,1
5,2304
169,384
8,10
8,2304
5,2304
1,1
2,1
2,1
7,2304
228,320
1,1000
6,2304
1,64
7,1000
1,64
8,2304
1,64
33,64
3,1
7,2304
18,2
10,2304
5,200
9,1000
10,2304
24,32
77,1
6,2304
2,1
19,1
1,2
29,160
116,2
25,8
81,1
82,1
81,1
81,1
65,225
28,192
26,1000
8,1
44,1
116,2
54,2
9,32
43,1
76,10
232,200
234,200
215,200
115,100
114,100
114,100
114,100
114,100
6,3
76,128
6,3
132,92
6,3
115,10
114,2
6,3
8,1000
118,3
65,2
17,1
1,1
2,16
1,1
1,4
2,16
1,1
2,4
2,16
3,1
2,1
4,1
4,1
4,1
59,1
57,2
114,1
114,2
1,1
1,1
3,1
14,1
9,1000
1,4
3,1
8,4
15,4
116,2
70,1
108,2
118,1
118,1
118,1
115,10
115,10
115,10
4,1
10,4
116,2
18,4
17,8
17,2K
10,16
103,100
63,128
5,1
13,1
5,1000
2,1
111,32
90,32
90,32
92,32
80,32
86,32
88,32
107,32
110,32
89,32
79,32
17,2K
87,32
93,32
88,32
85,32
86,32
111,32
86,32
87,32
103,32
3,1
111,32
90,32
101,32
89,32
111,32
1,640
87,32
17,2K
52,32
74,1
14,184
13,184
113,184
10,184
128,184
308,184
90,184
7,184
164,184
38,184
19,184
12,184
12,184
10,184
18,184
28,184
56,183
25,184
23,184
32,184
138,184
187,184
31,184
29,184
31,184
174,184
16,184
35,184
32,184
13,184
35,184
39,184
197,184
34,184
7,2
4,1
3,2
69,120
58,120
65,1
9,1000
8,2500
87,320
80,320
20,1
8,2K
4,1
4,1
111,1
4,1
4,1
5,64
1,64
3,2
59,92
4,1
45,120
114,120
118,3
4,1
113,32
50,64
9,1
80,128
78,97
72,512
8,1K
26,1000
40,32
115,1
111,1
111,1
14,1
3,4
90,8
17,1
97,3
1,2
25,32
6,200
11,173
95,1
111,1
48,1
110,1K
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
1,1
56,92
31,1
1,64
8,1000
1,2K
2,64
1,1000
81,1
13,27
8,1
1,4
19,4
42,1
83,448
8,4
2,64
9,64
2,1
3,1
8,1
57,1
10,210
4,160
4,160
63,40
68,40
20,40
64,40
16,40
25,40
20,40
26,40
29,40
30,40
22,40
27,40
22,40
26,40
20,40
26,40
25,40
66,40
27,40
18,40
20,40
35,40
23,40
31,40
32,40
26,40
60,40
65,40
63,40
65,40
54,40
66,40
65,40
62,40
63,40
52,40
58,40
54,40
58,40
65,40
68,40
38,40
33,40
25,40
56,40
64,40
39,40
53,40
21,40
37,40
35,40
24,40
20,40
30,40
72,40
33,40
54,40
50,40
34,40
36,40
21,40
69,40
50,40
29,40
27,40
65,40
35,40
14,1
27,40
25,40
27,40
56,40
33,40
22,40
25,40
28,40
29,40
111,1
3,1
1,1
17,2K
17,2K
16,2K
16,2K
16,2K
16,2K
16,2K
17,2K
17,2K
16,2K
17,2K
16,2K
109,1
713,2136
112,2136
86,1
111,1
22,1
21,2
7,2
18,2
82,1
81,1
114,3
12,1
9,1
12,64
17,1
1,64
2,1
3,64
13,3
111,4
117,100
115,100
114,100
115,100
111,1
23,1
51,1
1,4
113,10
55,92
21,32
38,16
6,1
63,128
37,100
1,1
1,1
1,4
2,16
1,1
2,4
2,16
3,1
2,1
4,1
4,1
4,1
111,1
111,1
111,1
116,1
111,1
111,1
111,1
111,1
73,8
40,2
115,100
59,1
1,1
8,1
7,5
2,5
2,1
10,4104
26,1
62,1
72,1
39,1
116,2
115,4
1,1
75,4
76,68
77,68
77,68
7,2
12,1
13,1
34,3
6,18
82,1
2,1
357,384
188,100
1,64
1,2
7,18
1,2
1,1
2,64
173,2136
15,173
1,2
118,3
6,9
1,4
1,8
1,1
4,64
11,64
1,1
7,18
11,64
82,1
80,1
81,1
82,1
80,1
82,1
81,1
80,1
80,1
82,1
82,1
83,1
84,1
83,1
80,1
80,1
82,1
81,1
82,1
6,9
39,64
1,12
3,120
1,1
1,2
26,128
11,64
26,128
6,2
6,9
4,64
3,1
47,40
6,9
39,40
54,40
57,40
59,40
62,40
57,40
52,40
48,40
61,40
55,40
69,40
64,40
63,40
50,40
54,40
54,40
53,40
52,40
53,40
53,40
63,40
28,40
59,40
61,40
54,40
45,40
51,40
60,40
48,40
51,40
62,40
63,40
64,40
57,40
56,40
52,40
55,40
54,40
49,40
51,40
50,40
57,40
56,40
53,40
63,40
53,40
44,40
56,40
53,40
52,40
64,40
57,40
62,40
59,40
61,40
63,40
61,40
64,40
57,40
61,40
64,40
59,40
63,40
65,40
62,40
62,40
64,40
64,40
60,40
61,40
56,40
65,40
64,40
65,40
63,40
62,40
61,40
61,40
59,40
66,40
9,2
1,4
46,1
25,1
6,9
114,100
115,100
115,100
2,1000
10,1000
9,1000
11,64
118,3
13,1
25,1000
25,1
25,1
25,1
116,2
21,3
1,12
37,184
33,184
78,32
21,100
81,32
13,1
80,32
80,32
1,1
79,32
79,32
81,32
79,32
79,32
80,32
82,32
80,32
78,32
5,1
4,120
1,12
8,30
15,93
8,1
14,93
7,1
81,1
11,1
34,1
116,2
681,2136
18,1
1,1
2,16
2,1
2,4
4,16
2,1
2,4
3,16
3,1
2,1
4,1
4,1
4,1
13,1
36,1
1,1
4,200
115,2
115,5
356,160
356,160
356,160
356,160
357,160
356,160
355,160
357,160
356,160
356,160
356,160
357,160
355,160
355,160
357,160
356,160
356,160
356,160
357,160
115,1
115,1
115,1
249,192
197,192
249,192
1,11
1,11
100,92
4,1
19,2
1,12
1,12
1,12
15,256
3,1
17,1
1,1
2,16
1,1
1,4
2,16
1,1
2,4
2,16
3,1
2,1
4,1
4,1
4,1
37,6
32,1320
248,192
9,1000
115,100
115,100
115,100
25,1000
37,1
114,5
1,2
1,16
80,32
82,32
83,32
80,32
78,32
81,32
78,32
84,32
83,32
59,1
79,32
80,32
80,32
81,32
82,32
79,32
82,32
76,32
79,32
79,32
83,32
81,32
85,32
1,1000
79,32
82,32
80,32
80,32
78,32
82,32
81,32
84,32
3,1
261,192
117,32
117,32
117,32
117,32
5,1707
7,1000
5,1
4,5
115,2
114,1
52,10
10,1
249,192
3,18
1,18
1,18
3,18
1,18
1,18
1,18
16,1
78,256
240,768
10,1000
2,1000
50,144
233,200
54,2
58,1
1,11
1,11
1,2
77,68
76,68
76,68
77,68
75,68
75,68
76,68
76,68
77,68
76,68
78,68
75,68
77,68
76,68
77,68
75,68
77,68
76,68
77,68
77,68
76,68
76,68
76,68
77,68
77,68
76,68
78,68
76,68
77,68
25,1000
36,18
248,192
8,1000
30,33
75,2
93,1
93,1
93,1
2,10
115,2
115,2
114,2
114,2
114,2
66,257
10,1
8,1
112,2
114,3
75,108
69,257
1,2
9,1000
2,1000
3,1
66,257
116,2
232,200
233,200
113,25
113,25
113,25
113,32
114,2
115,100
115,100
114,100
15,2
65,257
9,1000
21,1000
5,1707
65,257
64,257
116,2
114,2
114,2
17,1
1,1
2,16
1,1
1,4
2,16
1,1
2,4
2,16
1,1
3,1
2,1
4,1
4,1
4,1
5,1707
5,1707
66,257
54,2
5,1707
6,1707
2,2
2,2
67,257
1,4
78,32
80,32
78,32
79,32
84,32
79,32
82,32
79,32
83,32
80,32
79,32
82,32
79,32
79,32
79,32
79,32
112,32
87,32
89,32
89,32
79,32
78,32
80,32
80,32
81,32
248,192
67,257
65,257
67,1
115,2
94,25
77,1
117,2
62,257
12,1
7,1
115,2
22,4
123,108
116,2
115,100
115,100
67,257
115,100
115,100
64,257
51,2
232,200
233,200
234,200
8,1
74,1
64,257
112,32
89,32
88,32
88,32
79,32
77,32
80,32
81,32
87,32
54,2
22,4
230,384
337,768
8,1
102,1
102,1
102,1
101,3
33,1
69,257
16,4
112,8
111,8
74,128
81,1
66,257
64,257
2,10
1,10
111,8
2,10
2,10
108,2
5,184
5,184
32,184
4,184
38,184
90,184
94,184
24,184
11,184
35,184
36,184
33,184
202,184
125,184
5,184
3,184
5,184
3,184
5,184
4,184
6,183
4,184
3,184
134,184
2,184
78,184
85,184
38,184
37,184
38,184
90,184
110,184
36,184
36,184
22,184
37,184
37,184
93,184
30,184
52,8
31,184
83,1
83,1
83,1
83,1
80,1
81,1
81,1
82,1
81,1
82,1
83,1
82,1
82,1
82,1
84,1
81,1
81,1
82,1
82,1
24,184
270,183
62,257
13,2
108,2
113,8
236,99
109,2
4,1
101,2
48,1
115,10
115,10
115,10
109,2
108,2
42,2
112,8
12,4
1,12
65,257
62,257
9,1000
1,1000
66,257
111,8
4,4
108,12
113,8
63,257
5,1707
1,1
64,257
115,10
84,8
71,12
61,8
17,1
1,1
2,16
1,1
1,4
3,16
1,1
2,4
3,16
1,1
3,1
2,1
4,1
4,1
4,1
108,2
115,10
115,10
69,10
116,35
232,200
236,200
234,200
232,200
231,200
233,200
239,200
231,200
232,200
232,200
116,10
115,10
115,10
1,4
1,4
1,4
1,4
1,4
5,4
5,4
5,1707
7,8
250,192
237,400
5,1707
1,1000
4,2
3,8
3,16
261,192
1,32
2,32
3,32
7,2
3,8
8,4
3,64
11,64
11,128
11,128
13,1
26,64
9,16
14,1
1,8
251,192
14,1
51,1
70,257
73,257
12,1
3,2
161,100
116,32
93,32
92,32
92,32
93,32
14,1
6,2
34,256
8,93
8,93
107,20
7,16
1,1
69,257
2,1
81,1
80,1
85,1
82,1
82,1
83,1
81,1
81,1
80,1
80,1
81,1
84,1
82,1
82,1
84,1
82,1
82,1
82,1
82,1
83,1
80,1
81,1
80,1
81,1
82,1
82,1
82,1
83,1
81,1
81,1
80,1
80,1
80,1
81,1
83,1
82,1
83,1
81,1
82,1
81,1
14,64
1,1
5,8
2,93
3,93
82,1
80,1
82,1
83,1
80,1
81,1
82,1
81,1
80,1
81,1
80,1
82,1
80,1
80,1
82,1
82,1
82,1
81,1
82,1
82,1
7,1
69,257
11,3
52,4
59,40
26,40
18,40
64,40
21,40
20,40
22,40
20,40
20,40
26,40
18,40
61,40
66,40
60,40
62,40
67,40
64,40
69,40
62,40
63,40
68,40
67,40
60,40
67,40
67,40
69,40
78,40
45,40
62,40
64,40
61,40
68,40
62,40
60,40
64,40
64,40
71,40
60,40
61,40
71,40
58,40
66,40
75,40
57,40
39,40
53,40
62,40
38,40
44,40
72,40
70,40
59,40
67,40
68,40
66,40
44,40
76,40
63,40
61,40
57,40
5,120
62,257
19,120
52,16
2,256
3,1
105,20
9,1
115,10
59,32
85,32
66,257
1,2
82,32
188,144
58,32
59,32
59,32
58,32
58,32
59,32
59,32
58,32
57,32
51,1
57,32
104,32
59,32
105,32
9,1000
1,1000
46,125
1,100
47,125
1,200
47,125
46,125
75,125
48,125
47,125
46,125
46,125
46,125
46,125
47,125
47,125
46,125
46,125
46,125
46,125
46,124
46,125
47,125
46,125
46,125
46,125
46,125
48,125
47,125
48,125
47,124
47,125
49,125
48,125
59,257
46,125
46,125
46,125
46,125
47,125
46,125
46,125
46,125
46,125
46,125
46,125
46,125
46,125
46,125
47,125
46,125
46,125
46,124
46,125
11,30
7,1000
3,40
2,60
2,80
1,150
115,10
70,25
4,150
4,70
4,20
3,10
254,192
115,10
1,1
68,257
327,320
23,32
23,32
23,32
23,32
24,32
23,32
23,32
23,32
23,32
23,32
23,32
23,32
23,32
23,32
23,32
108,20
79,256
15,20
1,1
23,40
58,40
63,40
66,40
73,40
64,40
65,40
62,40
57,40
59,40
68,40
63,40
68,40
39,40
63,40
61,40
64,40
62,40
65,40
60,40
77,40
35,40
65,40
63,40
74,40
46,40
54,40
44,40
65,40
62,40
170,800
494,256
505,256
138,144
90,1
77,60
78,60
77,60
77,60
77,60
76,60
77,60
77,60
77,60
77,60
77,60
4,450
88,60
78,60
77,60
77,60
77,60
78,60
77,60
77,60
9,1
59,32
106,32
114,60
106,32
105,32
105,32
58,32
59,32
59,32
58,32
63,25
59,32
5,1
59,32
58,32
6,60
58,32
57,32
99,2
104,32
104,32
103,32
102,32
102,32
102,32
102,32
102,32
102,32
103,32
103,32
102,32
102,32
102,32
102,32
237,400
237,400
238,400
14,64
236,400
63,257
9,30
4,1
5,1
4,1
48,16
105,20
4,1
78,257
22,1
4,20
78,16
2,1
10,20
14,60
28,1
38,2
2,1
2,1
2,30
10,4
12,40
62,60
249,192
43,1
117,8
3,184
4,184
13,184
3,184
12,184
10,184
34,184
12,184
11,184
27,184
5,184
4,184
4,184
2,184
4,184
5,184
3,183
4,184
2,184
62,184
69,184
12,184
15,184
5,184
5,184
4,184
12,184
106,184
4,184
4,184
13,184
4,184
5,184
15,184
4,184
67,2
4,184
3,184
65,257
2,1
10,4
2,1
1,1
22,60
5,1
10,4
116,30
116,30
76,1
2,1
116,2
117,30
1,1
68,40
71,40
41,40
60,40
65,40
67,40
63,40
68,40
67,40
84,40
77,40
55,40
59,40
73,40
56,40
83,40
66,40
66,40
51,40
67,40
78,40
78,40
40,40
58,40
86,40
77,40
78,40
54,40
56,40
118,8
118,8
118,8
118,8
118,8
118,8
118,8
118,8
118,8
117,8
118,8
118,8
118,8
118,8
118,8
118,8
117,8
118,8
118,8
118,8
62,257
5,1
111,8
8,20
114,1
21,2
106,20
70,257
1,1000
7,1000
9,1000
113,12
112,8
7,80
118,30
117,30
118,30
116,30
118,30
116,30
2,10
67,1
100,150
348,150
315,150
309,150
3,150
138,150
1,150
268,150
3,150
13,150
311,150
9,150
97,150
16,150
16,150
333,150
184,150
140,150
173,150
219,150
340,150
293,150
15,150
16,150
102,150
301,150
332,150
336,150
68,150
236,150
30,150
276,150
22,150
32,150
31,150
201,150
93,150
119,150
237,150
107,150
2,150
1,150
4,150
151,150
217,150
50,150
6,150
136,150
38,150
120,150
24,150
83,150
95,150
146,150
222,150
166,150
2,150
3,150
82,150
168,150
14,150
10,150
20,150
266,150
30,150
57,150
209,150
210,150
37,150
238,150
6,150
134,92
68,257
105,12
116,30
2,10
72,257
2,40
6,80
55,2
115,10
17,1
1,1
2,16
1,1
1,4
2,16
2,1
2,4
2,16
3,1
2,1
4,1
4,1
4,1
69,257
215,100
5,1
1,40
41,33
114,10
115,10
4,2
1,80
7,80
115,10
44,33
1,1000
7,1000
115,10
115,10
115,10
30,1
47,125
46,125
46,125
46,124
46,125
46,125
46,125
46,125
47,125
46,125
47,125
47,125
46,125
47,125
47,125
46,125
46,124
46,125
48,125
48,125
47,124
48,125
48,125
47,125
46,125
48,124
46,124
46,125
47,125
46,125
47,125
47,125
46,125
47,125
46,125
46,125
47,125
46,125
47,125
46,125
46,125
46,125
46,125
46,124
47,125
47,125
46,124
47,124
47,125
47,125
1,4
1,4
1,4
1,4
1,4
1,4
2,4
2,4
1,4
52,1
1,1
88,16
4,1
1,1
252,192
4,1
4,1
3,1
4,1
2,1
2,1
5,28
16,2K
116,80
17,2K
4,1
4,1
428,512
442,512
4,1
191,120
79,256
1,1
67,257
4,1
4,1
10,8
13,1
13,1
14,1
13,1
13,1
13,1
13,1
13,1
13,1
13,1
13,1
13,1
13,1
13,1
13,1
13,1
13,1
13,1
13,1
12,1
14,1
13,1
13,1
44,10
11,8
104,20
11,8
69,60
68,257
10,8
15,1
121,192
122,192
120,192
120,192
119,192
18,2
5,2
19,1
13,2
18,2
80,32
88,32
88,32
67,257
75,4
76,8
87,68
77,68
77,68
76,68
77,68
92,68
77,68
76,68
75,68
75,68
75,68
77,68
76,68
18,2
115,10
83,1
5,4
58,1
1,1
68,257
201,120
118,8
118,8
118,8
118,8
118,8
118,8
117,8
118,8
117,8
118,8
118,8
18,2
357,160
356,160
355,160
356,160
356,160
356,160
237,400
237,400
238,400
237,400
48,1
26,3
85,1
3,8
84,32
83,32
86,32
108,32
86,32
87,32
88,32
78,32
77,32
87,32
86,32
75,32
116,65
65,257
85,2
24,96
65,184
62,1
62,2
2,184
317,184
298,184
2,184
87,1
443,184
352,184
305,184
357,184
38,1
295,184
28,10
344,184
376,184
2,184
10,32
402,184
21,1
17,4
386,184
4,1
89,1
266,184
435,184
64,257
305,184
116,30
357,184
17,96
1,1000
21,1
7,1000
1,1
141,144
77,16
75,16
80,16
75,16
75,16
74,16
78,16
74,16
74,16
76,16
23,96
1,32
105,32
104,32
106,32
59,32
103,32
105,32
104,32
104,32
104,32
104,32
104,32
103,32
104,32
104,32
105,32
105,32
104,32
104,32
103,32
9,1000
3,1
62,257
5,184
497,256
495,256
353,184
334,184
396,184
3,1
3,184
507,256
508,256
511,256
512,256
9,25
101,25
105,25
93,25
33,25
97,25
29,25
73,25
23,25
20,25
27,25
118,30
93,257
28,1
43,1
24,1
18,1
1,4
22,1
152,99
30,4
17,92
14,1
1,4K
1,512
71,257
7,1
98,1
36,33
67,257
10,1000
9,1000
64,257
80,32
6,25
18,1
2,16
1,1
1,4
15,16
1,1
3,4
9,16
3,1
2,1
4,1
4,1
4,1
35,25
34,25
35,25
35,25
36,25
37,25
38,25
39,25
39,25
40,25
41,25
41,25
42,25
116,65
116,65
117,65
116,65
116,65
116,65
117,65
160,99
117,65
117,65
117,65
9,11
116,65
117,65
117,65
117,65
117,65
117,65
116,65
117,65
117,65
116,65
116,65
116,65
118,65
116,65
116,65
116,65
117,65
117,65
116,65
116,65
116,65
116,65
116,65
116,65
118,65
117,65
116,65
119,30
2,99
4,25
5,25
5,25
1,25
6,25
6,25
6,25
7,25
7,25
8,25
8,25
9,25
117,30
26,1
8,25
62,2
4,25
5,25
5,25
6,25
6,25
6,25
7,25
7,25
7,25
8,25
8,25
9,25
115,1
89,10
8,25
116,30
118,30
118,30
117,30
3,10
11,8
116,2
74,1
2,8
11,8
1,2
1,2
1,2
7,1000
1,1000
1,1
1,1
53,2
16,2
2,1
1,1
1,1
17,2K
281,120
106,10
62,257
102,60
101,32
84,32
84,32
84,32
78,32
80,32
77,60
85,60
78,60
77,60
77,60
81,60
77,60
81,60
77,60
77,60
78,60
77,60
77,60
77,60
77,60
78,60
77,60
77,60
77,60
81,60
77,60
78,60
78,60
77,60
77,60
77,60
77,60
77,60
77,60
77,60
77,60
2,2
72,1
18,40
7,1
57,3
2,1
21,1
3,2
58,1
30,1
36,1
44,1
28,1
20,1
53,1
29,1
38,1
46,1
28,1
39,1
46,1
28,1
41,1
47,1
28,1
51,1
47,1
28,1
35,1
43,1
28,1
20,20
4,64
24,20
25,20
26,20
24,20
2,2
10,1
2,4
117,192
118,192
3,64
115,10
11,1000
2,1000
115,3
60,50
61,50
1,256
1,256
9,1000
1,4K
4,64
65,257
4,4
115,32
87,32
93,32
116,32
91,32
91,32
1,1
21,1
32,128
43,128
110,32
90,32
86,32
88,32
78,32
78,32
79,32
17,2K
1,4
118,1
13,2
22,1
9,4
4,64
2,2
62,2880
14,2
16,1
25,2
70,60
42,2
33,4
63,257
117,96
117,96
117,96
117,96
117,96
118,96
117,96
48,32
109,64
102,64
57,128
33,128
33,128
34,256
20,256
20,256
24,512
15,512
15,512
4,64
3,180
7,1
21,1
7,1
1,128
23,2
1,128
29,184
4,64
84,1
33,4
13,40
2,8
23,2
60,2880
16,10
1,1
14,64
35,2
41,4
41,4
62,257
6,128
1,1
21,1
21,1
20,1
21,1
1,1
14,128
21,1
9,1
1,2
17,20
20,20
87,40
18,2K
21,1
47,20
45,20
65,20
68,257
98,20
91,20
88,20
82,20
90,20
102,20
88,20
90,20
118,3
18,2K
144,99
77,5
23,2K
54,4
1,16
115,10
26,4
71,257
17,2K
25,5
14,4
216,144
1,1000
15,8
18,2K
8,1000
41,512
1,1
1,1
1,1
9,1000
74,257
18,2K
19,16
18,2K
59,2880
69,257
17,2K
48,20
117,192
120,192
18,2K
117,192
17,2K
18,2K
18,2K
21,2K
18,2K
18,2K
18,2K
18,2K
18,2K
19,2K
17,2K
18,2K
18,2K
4,4
1,4
50,20
52,20
53,20
4,10
94,25
5,1
156,100
17,1
2,16
1,1
1,4
2,16
1,1
2,4
2,16
3,1
2,1
4,1
4,1
4,1
1,10
17,128
32,128
38,128
34,128
38,128
32,128
39,128
33,128
38,128
38,128
32,128
17,128
18,128
18,128
32,128
18,128
18,128
18,128
18,128
18,128
23,128
23,128
21,128
17,128
17,128
17,128
18,128
18,128
17,128
18,128
19,128
1,10
1,10
6,10
6,10
1,1000
1,99
3,1
3,1
3,1
2,1
4,2072
7,1
2,1
17,4
64,1
34,1
2,2
1,2
4,2
1,1
22,1
2,1
3,1
103,1
64,1
6,10
6,10
6,10
6,10
1,10
1,10
1,10
1,10
158,100
7,1000
48,1
1,1000
6,1
4,1
52,1
2,1
2,1
36,1
39,1
2,16
9,64
70,1
82,257
1,16
1,16
78,260
70,60
2,64
1,64
2,1
102,16
3,184
1,1
9,1
1,64
2,64
1,16
19,2
6,2
59,32
4,8
53,20
176,100
184,100
184,100
184,100
184,100
60,20
5,1
62,20
183,100
48,20
67,20
50,20
118,20
65,1
75,257
110,32
184,100
25,5
103,32
15,1
108,60
1,16
105,32
104,32
104,32
105,32
104,32
104,32
105,32
105,32
105,32
105,32
105,32
104,32
72,27
76,60
65,1
1,16
7,1
251,192
6,1
2,1
1,1
5,1
9,8
2,1
34,32
113,20
116,20
114,20
97,20
103,20
2,2
38,8
8,1
4,1
9,1
28,1
71,50
7,16
7,1
4,1
1,32
9,1
36,1
52,8
4,1
4,1
87,257
11,4
4,1
4,1
37,184
2,1
1,32
21,32
69,60
2,1
4,1
2,1000
1,1
