Elapsedmins, Nodes
9,1000
2,16
40,3375
3,1000
9,1000
12,1000
9,1000
3,1000
25,1000
13,1000
39,3375
45,3375
1,16
2,16
2,16
23,1000
10,1000
7,64
1,16
23,16
2,16
6,1000
3,16
3,16
3,16
1,16
1,16
19,16
9,1000
39,3375
12,1000
22,1000
25,1000
3,16
1,16
3,16
2,16
3,16
1,16
3,16
1,16
3,16
25,1000
3,16
3,16
1,16
2,16
23,1000
3,1000
1,128
1,123
1,122
1,125
1,126
1,127
1,126
1,125
1,128
1,124
1,125
1,125
1,121
1,122
1,119
1,120
1,120
1,122
1,124
1,127
1,127
1,127
1,127
1,128
1,128
1,125
1,127
1,123
1,124
1,125
1,123
1,123
1,119
1,125
1,124
1,128
1,126
1,128
1,128
9,1000
11,1000
22,1000
39,4K
44,3375
25,1000
23,1000
44,3375
3,1000
9,1000
65,1000
39,3375
27,1K
35,2K
76,1000
9,1000
27,1K
12,1000
34,2K
27,1K
43,3375
25,1000
21,1000
5,1000
40,3375
44,3375
43,3K
25,1000
27,1K
9,1000
93,1000
25,1000
23,1000
9,1000
229,1
65,1000
11,1000
27,1K
57,1728
92,1000
65,1000
3,1000
27,1K
9,1000
65,1000
9,1000
12,1000
3,1000
9,1000
34,2K
40,4K
40,3375
26,1000
27,1K
12,1000
27,1K
66,1000
25,1000
23,1000
27,1K
35,2K
40,4K
40,3375
3,1000
9,1000
26,3375
27,1K
12,1000
94,1000
22,1000
40,4K
66,1000
27,1K
27,1K
93,1000
11,3374
39,3375
27,1K
14,4K
3,16
3,16
2,16
44,3375
1,16
55,1
1,22
84,22
2,16
25,16
44,3375
25,16
47,44
50,16
49,16
3,16
43,16
5,1000
9,1000
14,1000
44,3375
30,88
1,1
44,88
44,3375
27,1K
34,2K
40,3375
27,1K
34,2K
39,3375
8,1000
26,1K
2,1
13,1000
23,1000
26,1000
26,1000
44,3375
28,1K
23,1000
1,1
1,1
58,4K
1,1
3,1168
1,1
1,1
1,1
1,1
40,3375
1,1
4,1
18,1K
1,1
36,2K
1,1
1,1
2,1
2,1
45,3375
66,1000
1,1
28,3375
1,1
3,1000
57,1728
30,1K
9,1000
23,1000
30,88
1,1
1,1
1,1
28,1K
34,2K
5,1
57,4K
4,1
4,1
4,1
4,1
4,1
4,1
26,1000
25,1000
27,1K
5,1
4,1
4,1
5,1
27,1K
35,2K
4,1
72,1000
4,1
5,1
5,1
26,3375
28,1K
57,1728
41,2K
5,1
30,88
5,1
21,1000
4,1
4,1
5,1
27,1K
10,1059
35,2K
48,4K
63,1000
52,5832
11,3374
41,3375
44,3375
15,1K
3,1000
66,1000
35,2K
1,1023
27,1K
57,1728
50,4K
1,1
30,1
28,1K
44,88
63,44
233,1
86,1000
4,4
6,512
4,64
4,64
8,512
3,4K
3,1000
42,3375
27,1K
58,1728
10,1000
9,1000
3,1000
12,1000
23,1000
9,1
6,512
3,4K
4,64
3,4K
41,5832
20,1728
9,1000
3,1000
26,1K
12,1000
50,4K
18,1
5,16
2,1
2,4
3,16
2,1
2,4
3,16
2,1
4,1
3,1
5,1
4,1
5,1
5,1
27,1K
26,1K
52,5832
3,1000
9,1000
17,1
5,16
1,1
2,4
2,16
2,1
2,4
2,16
1,1
3,1
3,1
4,1
3,1
4,1
4,1
11,1000
54,1000
27,1K
26,1K
27,1K
65,1000
33,1000
26,1000
87,512
26,1000
3,1000
9,1000
9,1
12,1000
57,1728
23,1000
25,1000
15,1K
9,1000
12,1000
40,3375
27,1K
27,1K
51,5832
39,4K
27,1K
11,1000
27,1K
9,1000
25,1000
27,1K
39,4K
26,1K
27,1K
57,1728
39,3375
27,1K
39,1
3,1000
9,1000
12,1000
21,1000
23,1000
27,1K
9,400
66,1000
39,4K
9,1000
25,1000
25,1000
7,400
26,1K
10,400
65,1000
40,4K
27,1K
17,1
5,16
1,1
2,4
2,16
2,1
2,4
2,16
1,1
3,1
2,1
4,1
3,1
4,1
4,1
66,1000
26,1K
57,1728
21,1000
23,1000
9,1000
25,1000
25,1000
57,1728
3,1000
9,1000
12,1000
27,1K
28,1000
23,1000
27,1K
65,1000
56,1728
9,1000
27,1K
65,1000
25,1000
57,1728
25,1000
27,1K
65,1000
27,1K
3,1000
9,1000
12,1000
21,1000
26,1K
27,1K
9,1000
26,1000
17,1
5,16
1,1
2,4
2,16
1,1
2,4
2,16
1,1
3,1
2,1
4,1
3,1
4,1
4,1
66,1000
27,1K
27,1000
3,1000
42,3375
22,1K
9,1000
40,4K
39,3375
11,1000
27,1K
21,1000
27,1K
28,1K
65,1000
27,1K
3,1000
9,1000
65,1000
57,1728
27,1K
12,1000
22,1000
57,1000
26,1K
10,999
3,1000
9,1000
27,1K
57,1728
65,1000
27,1K
26,1K
66,1000
18,1
5,16
1,1
2,4
2,16
2,1
2,4
2,16
1,1
3,1
3,1
4,1
3,1
4,1
5,1
3,1000
44,3375
33,1K
65,1000
27,1K
3,1000
9,1000
27,1K
2,1
13,1
6,1
13,1
6,2
4,4
4,8
4,16
4,32
4,64
4,128
4,256
5,512
6,1K
7,2K
1,16
10,16
1,16
42,3375
27,1K
12,1000
10,64
3,1000
40,3375
2,16
3,16
3,16
3,16
3,16
26,1000
3,16
2,16
27,1K
3,1000
26,1K
27,1K
12,1000
14,128
65,1000
17,1
5,16
2,1
3,4
3,16
3,1
3,4
3,16
1,1
3,1
3,1
4,1
3,1
5,1
5,1
43,3375
3,1000
27,1K
16,128
28,1K
57,1728
25,1000
26,1000
47,128
3,1K
9,1000
14,1000
27,1K
230,1
26,1K
24,1
27,1K
27,1K
16,3375
38,1728
57,8000
25,4K
35,8000
6,48
298,1
53,5832
29,1000
31,1000
39,3375
31,1K
44,3375
11,20
65,1000
13,100
80,1728
25,1000
40,4K
27,1K
3,1
1,2
1,4
1,8
1,16
1,32
2,64
6,128
3,256
5,512
52,5832
6,48
25,1000
70,1000
25,1K
33,4K
17,1000
3,1000
27,1K
15,1K
35,1K
51,5832
6,4094
43,3375
40,4K
77,1728
10,1000
24,1000
21,1000
25,1000
27,1K
28,1000
27,1K
47,3375
27,1K
17,1
5,16
2,1
2,4
2,16
2,1
2,4
2,16
1,1
3,1
3,1
4,1
3,1
5,1
5,1
27,1K
18,960
52,5832
27,1K
27,1K
27,4K
8,2K
7,4K
65,1728
24,1000
27,1K
32,1000
26,1000
27,1K
27,1K
11,4095
39,4K
48,1K
13,1000
27,1K
57,1728
48,1000
47,1000
10,5832
45,1000
2,1
1,2
3,4
2,8
3,16
4,32
4,64
4,128
5,256
7,512
9,2K
27,1K
26,1000
7,1K
4,512
5,512
27,1K
7,512
9,1K
31,1K
59,1728
9,1000
15,1000
12,1000
57,1728
17,1
5,16
1,1
2,4
2,16
2,1
2,4
2,16
1,1
3,1
3,1
4,1
3,1
4,1
4,1
42,16
58,1728
21,1000
23,1000
25,1000
73,1728
25,1000
3,1
4,2
57,1728
2,128
12,128
9,1000
20,128
12,1000
3,1000
18,256
3,512
2,256
1,128
36,256
21,1000
1,128
2,256
3,512
23,1000
15,1000
76,1
27,1000
9,1000
38,256
12,1000
3,1000
17,1
5,16
1,1
1,4
2,16
1,1
1,4
2,16
3,1
2,1
4,1
3,1
4,1
4,1
2,128
2,256
3,512
6,1K
21,1
18,1K
10,512
5,256
2,128
9,1K
6,2K
52,5832
33,1K
23,1000
23,1000
40,5832
3,1000
12,1000
13,1000
25,1000
9,1000
25,1000
55,5832
15,1000
13,3375
15,4K
70,1000
79,1000
55,5832
31,1000
15,3375
13,4K
23,1000
12,3375
15,1000
74,1000
16,4K
1,1
24,5832
16,1
3,1000
9,1000
14,3375
1,2
12,1000
1,4
1,8
1,16
1,1
1,2
1,4
1,8
1,16
13,4K
25,1000
17,3375
5,128
1,1
1,2
1,4
1,8
1,16
2,32
3,64
67,1000
13,4K
41,4K
65,1000
5,128
16,256
4,64
4,64
6,512
9,4K
3,8
2,1
52,5832
31,3375
9,1000
25,1000
1,1
13,4K
65,1000
21,1000
6,1000
66,1000
3,1000
9,1000
12,1000
15,128
8,256
26,512
64,1000
65,1000
17,1
5,16
1,1
2,4
2,16
2,1
2,4
3,16
1,1
3,1
3,1
4,1
3,1
4,1
5,1
65,1000
34,1000
65,1000
30,1000
3,1000
10,1000
12,1000
17,4K
21,1000
52,5832
25,1000
4,1000
9,1000
12,1000
10,999
66,1000
36,4K
9,1000
21,1000
25,1000
68,1000
16,4K
4,4K
25,1000
10,4095
40,4K
67,1000
93,1K
66,1000
2,1
3,8
7,512
71,1000
53,5832
15,1000
22,1000
35,1000
66,1000
25,1000
9,1000
26,1000
11,1000
9,1000
3,5832
51,5832
52,5832
52,5832
25,256
26,1000
1,1
10,1
4,1000
3,7300
11,1000
35,10
52,1
1,1
2,1
1,1
1,1
1,1
99,1000
57,1728
43,3375
66,1000
40,3375
40,4K
3,1000
5,1
1,2
1,1
2,2
33,1000
1,4
2,1
2,2
8,100
27,1K
34,2K
42,3K
50,4K
14,1
5,16
2,1
2,4
3,16
3,1
3,4
3,16
1,1
3,1
3,1
4,1
3,1
5,1
5,1
66,1000
9,1000
93,1000
42,3375
27,1K
39,3375
42,4K
35,2K
42,3K
56,1728
27,1K
50,4K
66,1000
27,1K
1,3374
3,3375
93,1000
42,2K
39,4K
84,1728
50,4K
8,100
1,3374
44,3375
28,1K
11,1000
23,100
35,2K
2,100
97,1000
26,1000
12,1000
12,4K
60,1728
16,3375
2,50
2,50
1,50
27,1K
35,2K
10,1
14,4K
11,256
3,64
57,1728
16,3375
31,1K
1,1
2,4
2,8
2,32
3,64
4,128
13,4K
2,2
2,16
56,2K
95,1000
4,3375
50,4K
36,2K
20,1000
3,1000
40,3375
33,1K
19,1728
22,4K
44,3375
2,1
2,1
2,2
3,4
3,8
3,16
4,32
5,64
7,128
48,1000
50,4K
2,7300
8,1
9,1000
26,1000
34,2K
27,1K
9,1
59,1728
15,2K
40,3375
40,4K
49,3375
1,1
1,2
173,1
9,2
10,4
12,32
3,64
2,256
12,512
40,2K
24,1
9,4K
27,1K
2,1
4,8
5,64
57,1728
6,512
14,2K
10,1
10,2
10,4
2,32
2,64
2,256
12,512
39,3375
2,32
27,1K
3,1000
39,4K
38,4K
34,2K
44,3375
136,1K
27,1K
19,1
2,1
6,16
3,1
4,4
4,16
4,1
4,4
3,16
2,1
5,1
4,1
6,1
5,1
6,1
6,1
15,2K
9,1000
40,3375
34,2K
40,4K
26,1000
27,1K
39,3375
43,3375
27,1K
3,1000
35,2K
67,1728
40,4K
36,1K
40,3375
43,2K
3,1
43,3375
6,8
7,64
6,8
10,512
14,4K
26,1K
34,2K
58,1728
39,4K
30,3375
3,1000
27,1K
35,2
49,3375
19,2K
11,1000
9,1000
25,1000
27,1000
23,1000
27,1K
14,4K
3,7300
40,1K
10,3374
26,3375
4,8
35,2K
3,1000
25,1000
38,4
10,3374
38,1
13,2
5,1
1,127
1,124
1,126
1,127
1,127
1,118
1,127
1,126
1,128
1,127
1,128
1,128
1,128
1,124
1,128
1,127
1,126
1,127
1,128
1,128
1,124
10,4550
9,4745
7,9298
3,1
2,2K
4,128
1,123
1,125
1,111
1,126
1,126
1,117
1,125
1,126
1,128
41,3375
6,1000
11,1000
9,1000
35,2K
34,1000
7,1000
25,1000
25,1000
34,1000
18,1
5,16
3,1
3,4
5,16
2,1
2,4
3,16
1,1
4,1
3,1
6,1
4,1
5,1
5,1
41,3375
2,256
5,256
41,4K
23,128
1,1
1,2
33,2K
1,4
1,8
1,16
1,32
1,64
40,3375
3,2K
6,256
76,1000
35,2K
41,3375
70,1000
4,1000
16,1000
4,512
11,1000
34,2K
66,1000
39,3375
3,1000
35,1000
31,1000
29,1000
33,2K
23,1000
33,2K
39,3375
65,1000
1,1K
33,2K
3,1
41,3375
5,8
6,64
10,512
67,1000
8,1152
19,8
67,1000
11,8
40,3375
1,1
8,1
4,64
48,2K
9,4K
44,3375
87,1000
9,1000
11,2304
10,8
2,2
3,1000
55,512
25,1000
21,1000
25,1000
7,8
23,1000
2,1000
11,1000
3,1000
9,1000
17,1000
1,2000
17,200
4,1
4,2
4,4
85,1000
4,8
4,32
13,4K
25,1000
119,1000
58,1728
44,3375
18,1
5,16
2,1
2,4
2,16
2,1
2,4
2,16
1,1
3,1
3,1
4,1
3,1
4,1
4,1
29,5832
21,1000
65,1000
4,64
4,8
26,1000
4,3375
4,1
4,16
4,128
4,256
4,2
13,4K
23,1000
5,1728
66,1000
81,1000
117,1000
1,1000
3,1000
1,126
1,124
1,126
1,126
1,128
1,126
1,125
9,8954
7,9080
7,9081
8,9089
18,1
5,16
1,1
2,4
2,16
2,1
2,4
3,16
1,1
3,1
3,1
4,1
3,1
5,1
5,1
12,1000
19,1000
46,1000
11,1000
1,32
1,64
2,128
53,5832
11,3374
9,1
17,4K
2,256
57,1728
3,1000
2,256
2,256
9,2
3,256
3,2K
23,216
23,216
18,1
13,16
18,1
14,16
2,1
3,4
12,16
2,1
3,4
14,16
1,1
3,1
3,1
4,1
3,1
4,1
5,1
25,16
11,1000
16,3375
1,1000
3,1000
25,16
19,3375
6,1728
9,1000
89,64
21,1000
23,1000
25,1000
25,1000
40,3375
1,1
8,108
27,108
93,1000
65,1000
57,1728
23,216
7,8
29,3375
21,1000
6,4K
5,256
2,128
3,128
4,512
4,1K
4,4
7,2K
7,4K
51,5832
41,4K
27,108
9,1
1,1000
12,1000
10,128
9,1000
65,1000
21,1000
43,72
63,1728
72,1000
2,256
97,1000
39,3375
23,1000
37,72
2,256
1,1K
13,288
10,256
7,128
18,1
5,16
2,1
2,4
2,16
2,1
2,4
2,16
1,1
3,1
3,1
4,1
3,1
5,1
5,1
51,5832
25,1000
39,4K
17,3375
34,1K
65,1000
36,3375
56,1728
65,1000
39,3375
92,1000
39,5832
2,256
3,512
87,96
2,32
2,32
4,32
6,32
13,32
27,1000
25,2K
26,4K
2,288
20,1000
36,3375
39,4K
21,1K
3,7300
18,512
65,1000
214,96
66,1000
39,3375
6,32
30,1728
21,1000
23,1000
93,1000
4,5831
52,5832
45,7000
6,32
16,32
65,1000
34,288
29,2K
3,7300
46,64
17,64
18,128
19,256
22,512
34,4K
88,3375
40,4K
6,1727
57,1728
39,3375
38,64
65,1000
3,7300
8,1
6,32
19,16
16,16
4,8
45,96
1,1000
11,1000
2,3375
39,4K
56,1728
65,1000
40,3375
8,1000
21,1000
28,32
36,16
3,7300
23,1000
39,4K
19,1
2,1
7,16
3,1
3,4
8,16
2,1
3,4
32,16
1,1
3,1
3,1
4,1
3,1
4,1
4,96
4,96
4,96
4,96
4,96
4,96
4,96
4,96
4,96
4,96
4,96
4,96
4,96
4,96
39,3375
4,96
4,96
4,96
56,1728
4,96
4,96
65,1000
4,96
4,96
4,96
4,96
39,4K
4,96
4,96
4,96
4,96
4,96
4,96
4,96
4,96
4,96
4,96
4,96
4,96
4,96
4,96
4,96
65,1000
4,96
1,1000
4,96
4,96
11,1000
4,96
4,96
4,96
4,96
4,96
39,3375
4,96
4,96
4,96
4,96
56,1728
4,96
4,96
4,96
39,4K
65,1000
4,96
9,1000
4,96
4,96
4,96
4,96
4,96
57,1728
4,96
39,3375
4,96
4,96
4,96
21,1000
4,96
4,96
4,96
4,96
4,96
64,1000
4,96
39,4K
4,96
23,1000
4,96
4,96
56,1728
39,3375
2,8
25,1000
4,96
4,96
4,96
4,96
4,96
4,96
39,4K
172,96
66,1000
57,1728
40,3375
28,216
56,1728
39,4K
66,1000
39,3375
57,1728
66,1000
172,96
3,128
3,7300
18,128
40,3375
18,1000
9,1000
28,1000
40,4K
7,128
34,288
65,1000
22,1000
57,1728
12,128
39,3375
23,1000
3,128
90,4
54,8
2,128
39,4K
36,64
68,1000
25,1000
56,1728
39,4K
9,2304
6,1152
56,1728
66,1000
13,4K
112,1000
18,128
173,96
56,1728
16,1000
16,32
2,7300
11,128
8,128
2,1000
11,1000
8,128
174,96
8,128
216,64
65,1000
175,128
9,1000
149,256
21,1000
8,128
23,1000
19,128
57,1728
16,128
65,1000
25,1000
6,7300
18,128
17,256
18,1K
20,4K
57,1728
65,1000
172,96
23,512
20,1728
1,1000
65,1000
5,7300
56,1728
18,1
5,16
2,1
2,4
2,16
2,1
2,4
2,16
1,1
3,1
3,1
4,1
3,1
5,1
5,1
11,1000
56,1728
39,3375
65,1000
42,4K
174,96
51,1K
39,3375
57,1728
10,1000
66,1000
22,1000
39,4K
23,1000
39,3375
57,1728
66,1000
39,4K
26,1000
171,96
39,3375
56,1728
65,1000
40,4K
57,1728
39,3375
47,8
67,1000
2,1000
16,4K
56,1728
12,1000
97,108
39,3375
173,96
65,1000
93,1000
13,3375
22,4K
57,1728
11,6976
13,3375
69,1000
21,3375
49,8
61,1728
17,1
5,16
2,1
2,4
2,16
2,1
2,4
2,16
3,1
3,1
4,1
3,1
4,1
4,1
13,4K
93,1000
99,108
5,7100
13,32
173,96
9,1000
21,1000
52,64
12,4K
65,1000
23,1000
22,4K
60,1728
26,1000
20,1000
1,1000
109,1000
12,1000
14,14
53,64
14,14
14,14
88,1000
14,14
5,2
15,134
54,16
75,1728
14,14
37,4102
3,7100
55,256
21,2
2,8
47,8
6,16
17,4
21,16
176,96
2,8
7,8
57,1728
5,16
5,16
15,4K
66,1000
18,2K
20,4K
4,32
2,7100
6,1000
18,1
5,16
20,1000
3,1
4,16
216,512
11,1000
3,7300
22,1000
104,256
460,128
751,64
287,256
56,1728
40,4K
2,1
3,8
4,64
6,8
36,1000
6,512
5,512
1,1000
93,1000
11,1000
23,1000
25,1000
176,96
2,7300
57,1728
39,4K
66,1000
57,1728
93,1000
10,6976
16,1K
15,512
13,256
13,128
13,64
65,1000
39,4K
17,1
5,16
1,1
2,4
2,16
2,1
2,4
2,16
1,1
3,1
2,1
4,1
3,1
4,1
4,1
57,1728
172,96
186,256
65,1000
93,1000
40,4K
9,1000
21,1000
56,1728
43,256
66,1000
894,512
6,8
92,1000
3,1000
39,4K
15,1000
30,1000
65,1000
26,1000
57,1728
172,96
92,1000
40,4K
65,1000
40,4K
56,1728
96,1000
41,4K
71,1000
1,14
14,14
209,96
26,2054
26,4K
3,64
28,32
16,134
77,1728
21,518
18,262
20,1030
12,256
12,512
12,1K
30,1000
10,4095
99,1000
18,64
15,128
73,1000
22,1000
9,4K
2,8
265,256
149,512
57,1728
3,1000
25,1000
16,2
93,1000
1,1000
17,2
11,1000
179,96
23,1000
10,4
6,16
36,1000
7,32
6,64
30,1000
56,1728
41,1
94,1000
14,134
66,1000
11,64
8,64
6,8
15,64
13,128
9,256
9,512
10,1K
3,64
7,256
22,1K
13,14
2,8
7,14
190,96
17,1
5,16
2,1
2,4
2,16
2,1
1,4
2,16
1,1
3,1
2,1
4,1
3,1
4,1
4,1
27,32
7,262
10,1030
26,2054
67,1000
94,1000
7,134
8,518
60,1728
21,134
7,262
13,1030
9,1000
9,4K
2,1
3,8
4,64
4,64
1,8
934,256
83,1000
1,64
22,1000
17,1
5,16
8,1
8,4
8,16
2,1
2,4
2,16
1,1
3,1
3,1
4,1
3,1
5,1
5,1
174,96
22,1000
49,8
20,1000
7,4
93,1000
32,3375
12,2054
1,1000
3,1000
11,1000
9,8
9,1030
23,1000
25,1000
25,1000
57,1728
2,6588
65,1000
92,1000
14,64
5,512
7,4K
7,4K
4,32
57,1728
174,96
9,1000
57,1728
65,1000
13,32
36,512
13,64
14,128
15,512
16,1K
18,2K
20,4K
93,1000
5,8
33,1
18,1
5,16
2,1
2,4
2,16
2,1
2,4
2,16
1,1
3,1
3,1
4,1
3,1
4,1
4,1
56,1728
11,1000
11,999
1,1000
173,96
3,1000
21,1000
65,1000
40,3375
11,1000
12,4K
56,1728
23,1000
93,1000
25,1000
65,1000
39,3375
39,4K
27,1000
57,1728
65,1000
171,96
92,1000
40,3375
39,4K
57,1728
8,1000
97,108
40,3375
65,1000
4,70
6,70
27,4K
110,1000
190,96
31,4102
57,1728
40,3375
5,70
11,134
5,262
7,518
11,2054
36,4102
33,2K
66,1000
1,1000
10,4095
3,1000
40,4K
21,1000
6,1030
11,1000
21,1000
2,6588
119,96
94,1000
39,3375
57,1728
23,1000
175,96
1,1
1,1
2,1
3,1
4,70
4,134
5,262
20,1000
1,1
8,70
7,134
9,262
9,518
11,1030
12,2054
27,1000
65,1000
3,8
17,4K
2,1
4,8
3,8
4,8
12,3375
3,8
6,16
4,32
7,70
7,134
7,262
10,518
11,1030
18,2054
2,64
2,128
1,256
81,1728
3,1
5,256
6,128
10,64
551,1K
3,8
7,4K
1,16
2,1
98,1000
20,1000
2,1
7,16
12,8
5,32
3,64
2,128
5,256
6,128
10,64
4,256
10,64
6,128
5,256
174,96
65,1000
9,1000
57,1
7,8
1,8
57,1728
92,1000
53,16
10,4095
40,4K
1,1000
782,64
467,128
3,1000
39,3375
55,16
8,8
49,8
21,1000
2,1
2,1
6,64
2,1
5,16
2,1
1,2
1,2
12,1000
23,1000
65,1000
6,14
26,64
7,70
7,134
9,262
9,518
10,1030
14,2054
25,1000
25,1000
56,1728
174,96
2,6588
93,1000
39,3375
96,108
174,96
12,4
40,4K
9,1000
56,1728
66,1000
17,1
5,16
2,1
2,4
2,16
2,1
2,4
2,16
1,1
3,1
3,1
4,1
3,1
4,1
5,1
93,1000
1,1000
3,1000
39,3375
26,1
40,4K
22,512
174,96
73,1000
39,3375
40,3375
11,1000
23,1000
291,96
39,4K
28,1000
27,1000
9,1000
7,70
7,134
7,262
8,518
12,1030
13,2054
1,1000
4,1000
40,2
6,2
26,1000
182,96
2,6588
1,2
2,32
2,64
1,128
10,4
6,8
4,16
3,32
3,64
21,2
28,32
12,128
9,256
11,512
14,1K
16,64
7,512
10,128
24,8
12,1000
9,6K
23,1000
27,1000
26,1000
7,64
45,1
79,8
1,2
20,1
109,96
9,1000
48,1
1,1000
3,1000
5,56
7,128
210,96
11,70
100,108
16,32
19,128
23,4
12,70
24,32
28,128
12,134
15,262
15,518
15,1030
19,2054
21,1000
7,256
9,512
18,32
7,70
7,14
14,128
16,256
19,512
19,2K
28,4K
8,6K
1,512
2,1K
12,1000
207,96
24,1000
1,6K
25,1000
25,1000
3,512
9,1000
6,14
3,1000
8,70
8,134
8,262
11,518
13,1030
16,2054
19,1
261,96
718,432
287,4
2,6588
17,1
5,16
1,1
2,4
2,16
1,1
2,4
2,16
1,1
3,1
2,1
4,1
3,1
4,1
5,1
201,96
51,8
12,1000
21,1000
23,1000
25,1000
1,1000
3,1000
9,1000
25,1000
83,4102
155,288
212,96
75,8
6,64
7,64
62,8
29,4102
27,4102
15,1000
2,1000
21,32
15,1000
3,1000
23,1000
25,1000
9,1000
25,1000
231,1
18,32
62,8
23,32
19,32
208,96
6,14
15,32
81,8
2,1
6,32
2,6588
391,432
7,1
1,1
1,1000
2,1
7,1
11,1000
6,64
3,1000
11,1
1,1
1,1
1,1
6,64
2,1
9,1000
1,1
23,1000
3,64
25,1000
2,1
25,1000
33,2250
1,1
10,12
1,1
1,1
1,1
13,32
14,32
6,12
202,96
6,12
6,12
6,12
6,12
5,32
6,12
15,32
8,12
13,32
11,12
751,216
15,32
19,28
13,16
209,96
2,1000
20,28
3,1000
11,1000
2,8
1,8
9,1000
20,28
422,8
23,1000
25,1000
2,32
3,32
18,1
5,16
1,1
2,4
2,16
2,1
2,4
2,16
1,1
3,1
3,1
4,1
3,1
4,1
5,1
31,1000
3,1000
5,1000
11,1000
9,1000
23,1000
206,96
22,28
22,140
22,524
20,140
19,268
19,524
27,1036
24,2060
28,4108
2,8
3,8
4,64
5,512
8,4K
688,64
23,1036
208,96
25,1000
2,6588
2,64
3,512
2,64
1,1000
3,1000
2,64
10,1000
13,1000
2,64
1,1
1,8
4,256
4,256
23,1000
4,256
4,256
4,256
5,2
4,256
3,256
206,96
13,16
29,28
1,2
15,56
14,32
3,1K
4,512
2,1
3,8
4,64
5,512
5,1K
20,112
6,16
6,16
31,1000
1,128
2,128
4,64
201,96
8,128
18,176
6,1K
18,304
3,1296
13,6K
177,2K
200,96
2,288
1,64
1,512
2,8
1,64
1,1K
1,101
1065,512
7,6811
1,2
2,2
5,2
3,2
2,2
26,1
5,1
8,16
8,1
8,4
10,16
8,1
8,4
8,16
1,1
8,1
3,1
4,1
3,1
5,1
5,1
7,1K
208,96
7,1000
5,1000
9,1000
15,1000
25,1000
28,1000
33,1000
1,512
1,512
1,512
3,4K
3,4K
2,4K
2,4K
26,6K
37,6K
8,1K
8,14
3,1000
9,14
11,1000
6,14
2,6588
479,64
2,1
6,1
47,6156
4,1
4,1
5,1
5,1
5,1
