JobID,UID,ReqNodes,TimelimitRaw,ElapsedRaw
261711,5987,1,10,192
261712,5987,1,10,218
261713,5987,1,10,193
261714,5987,1,10,216
261715,5987,1,10,275
261716,5987,1,10,181
261717,5987,1,10,179
261718,5987,1,10,246
261719,5987,1,10,186
261720,5987,1,10,245
261721,5987,1,10,162
261722,5987,1,10,187
261723,5987,1,10,246
261724,5987,1,10,216
261725,5987,1,10,216
261726,5987,1,10,216
261727,5987,1,10,216
261728,5987,1,10,215
261729,5987,1,10,185
261730,5987,1,10,185
261731,5987,1,10,185
261732,63310,294,7,294
261733,63310,588,7,165
261734,5987,1,10,16
261735,5987,1,10,17
261736,5987,1,10,16
261737,5987,1,10,3
261738,5987,1,10,3
261739,5987,1,10,3
261740,5987,1,10,3
261741,5987,1,10,3
261742,5987,1,10,3
261743,5987,1,10,3
261744,5987,1,10,3
261745,5987,1,10,4
261746,58707,64,120,282
261747,63310,2,10,0
261748,11685,4K,120,742
261749,63310,2,10,0
261750,63310,2,10,1
261751,63310,2,10,1
261752,58707,64,120,628
261753,11685,5K,120,932
261754,58707,64,120,656
261755,58707,64,120,4002
261756,58707,64,120,5455
261757,58707,64,120,3905
261758,11685,4.50K,60,677
261759,11685,4K,120,2411
261760,5987,1,10,4
261761,5987,1,10,4
261762,5987,1,10,8
261763,5987,1,10,4
261764,5987,1,10,4
261765,5987,1,10,3
261766,5987,1,10,3
261767,5987,1,10,4
261768,5987,1,10,3
261769,5987,1,10,3
261770,5987,1,10,4
261771,5987,1,10,3
261772,11685,5K,120,798
261773,5987,1,10,4
261774,5987,1,10,4
261775,5987,1,10,4
261776,5987,1,10,4
261777,5987,1,10,4
261778,5987,1,10,7
261779,5987,1,10,7
261780,5987,1,10,4
261781,5987,1,10,4
261782,5987,1,10,7
261783,5987,1,10,4
261784,5987,1,10,5
261785,11685,4.50K,60,2757
261786,63310,10,7,7
261787,63310,294,7,0
261788,63310,10,7,152
261789,63310,294,7,364
261790,58707,64,120,6387
261791,58707,64,120,4553
261792,58707,64,120,4773
261793,58707,64,120,4154
261794,16795,1K,20,259
261795,11685,5K,120,741
261796,63310,1,7,57
261797,63310,1,7,86
261798,5987,1,10,5
261799,5987,1,10,4
261800,5987,1,10,4
261801,5987,1,10,5
261802,5987,1,10,4
261803,5987,1,10,3
261804,5987,1,10,3
261805,5987,1,10,3
261806,5987,1,10,3
261807,5987,1,10,4
261808,5987,1,10,4
261809,5987,1,10,4
261810,5987,1,10,7
261811,5987,1,10,4
261812,5987,1,10,4
261813,5987,1,10,5
261814,5987,1,10,4
261815,5987,1,10,4
261816,5987,1,10,6
261817,5987,1,10,4
261818,5987,1,10,4
261819,5987,1,10,4
261820,5987,1,10,4
261821,5987,1,10,4
261822,5987,1,10,4
261823,5987,1,10,4
261824,5987,1,10,4
261825,5987,1,10,4
261826,5987,1,10,4
261827,5987,1,10,4
261828,5987,1,10,4
261829,5987,1,10,16
261830,5987,1,10,4
261831,5987,1,10,4
261832,11707,1,120,0
261833,5987,1,10,5
261834,5987,1,10,4
261835,5987,1,10,6
261836,5987,1,10,4
261838,63310,1,7,57
261839,11707,1,120,0
261840,11707,1,120,0
261841,11707,1,120,0
261842,11707,1,120,0
261843,11707,1,120,8
261844,11707,1,120,94
261845,5987,16,10,81
261846,5987,16,10,157
261847,11707,1,120,0
261848,5987,1,20,106
261849,11707,1,120,0
261850,11707,1,120,124
261851,5987,8,20,120
261852,5987,2,120,244
261853,5987,8,120,308
261854,11707,1,120,0
261855,5987,1,20,148
261856,5987,256,20,464
261857,5987,2,120,318
261858,11707,1,120,93
261859,5987,256,120,609
261860,11707,1,120,94
261861,5987,1,10,12
261862,5987,1,10,5
261863,5987,1,10,5
261864,5987,1,10,12
261865,5987,1,10,13
261866,5987,1,10,6
261867,5987,1,10,12
261868,5987,1,10,4
261869,5987,1,10,4
261870,5987,1,10,11
261871,5987,1,10,11
261872,5987,1,10,4
261873,63015,16,60,488
261874,11707,1,120,94
261875,5987,1,10,7
261876,5987,32,10,11
261877,5987,1,10,6
261878,5987,32,10,9
261879,5987,16,10,7
261880,5987,1,10,7
261881,63310,147,7,444
261882,11707,1,120,1
261883,58732,1,15,9
261884,11707,1,120,395
261885,63015,16,60,1206
261886,11707,1,120,0
261887,11707,1,120,0
261888,5987,512,10,16
261889,5987,1K,10,609
261890,11685,5K,120,738
261891,63310,294,7,361
261892,11707,1,120,468
261893,63015,16,60,857
261894,58732,1,15,67
261895,11707,1,120,4396
261896,16508,700,1,23
261897,5987,1K,10,66
261898,16795,2K,10,601
261899,16795,4K,20,637
261900,63015,16,60,437
261901,58732,1,15,10
261902,11685,5K,120,0
261903,58732,1,15,71
261904,63310,600,60,639
261905,63015,16,60,508
261906,63015,16,60,1275
261907,16795,2K,10,254
261908,63015,16,60,477
261909,63015,16,60,441
261910,16795,1K,20,244
261911,63015,16,60,682
261912,16795,2K,10,610
261913,16508,1,5,18
261914,16508,1,5,308
261915,16795,2K,20,485
261916,63015,16,60,305
261917,17167,33,480,0
261918,16508,1,5,94
261919,63015,16,60,1576
261920,63464,2000,1,6
261921,16508,1,5,327
261922,58732,1,15,71
261923,58732,1,15,75
261924,63464,2000,60,219
261925,16508,1,5,328
261926,63464,6000,1,0
261927,63464,4000,1,6
261928,63464,4000,60,164
261929,16508,1,5,326
261930,58732,64,30,304
261931,63015,16,60,464
261932,58732,64,30,94
261933,58732,8,15,14
261934,16508,1,5,324
261935,58732,8,60,581
261936,63464,4000,60,910
261937,63464,6000,60,0
261938,16508,1,5,312
261939,63464,4000,30,641
261940,63464,4000,30,902
261941,63464,4000,30,886
261942,16508,1,5,313
261943,16508,1,10,613
261944,16508,1,10,39
261945,16508,1,10,16
261946,16508,2176,1,7
261947,16508,2178,1,7
261948,16795,2K,20,270
261949,58707,64,120,4367
261950,58707,64,120,5345
261951,58707,64,120,4505
261952,58707,64,120,4535
261953,16508,5796,1,13
261954,63310,588,7,449
261955,16508,1000,60,126
261956,16508,1,10,610
261957,16508,1K,60,63
261958,16508,1,10,353
261959,16508,1K,10,283
261960,16508,1,10,601
261961,16508,2K,10,54
261962,58707,64,120,518
261963,58707,64,120,7228
261964,58707,64,120,4549
261965,58707,64,120,4289
261966,16508,1,10,608
261967,16508,2K,10,603
261968,16508,1K,10,313
261969,16508,1,10,517
261970,16508,1034,10,381
261971,16508,1,10,605
261972,16508,1034,60,720
261973,16508,1034,60,510
261974,16508,1K,60,3
261975,16508,1034,60,926
261976,16508,1034,60,690
261977,16508,1034,60,803
261978,11685,2K,60,676
261979,11685,2K,60,682
261980,16508,1034,60,1370
261981,17167,32,480,670
261982,11685,2K,60,674
261983,11685,2050,240,2474
261981,17167,32,480,885
261984,11685,2K,60,676
261985,16508,1K,60,1091
261981,17167,32,480,3069
261986,11685,2K,60,675
261987,16508,1K,60,0
261988,11685,2K,60,676
261989,11685,2K,60,677
261990,11685,2050,240,4945
261991,11685,2K,60,677
261992,11685,2K,60,676
261993,11685,2K,60,676
261994,11685,2K,60,315
261995,11685,2K,60,357
261996,11685,2K,60,299
261997,58707,64,120,1520
261998,58707,64,120,1517
261999,58707,64,120,494
262000,58707,64,120,4460
262001,58707,64,120,497
262002,58707,64,120,1506
262003,58707,64,120,1503
262004,58707,64,120,1503
262005,11685,2K,60,295
262006,11685,2K,60,294
262007,11685,2K,60,860
262008,11685,2K,60,3606
262009,11685,2050,240,2738
262010,11685,2K,120,906
262011,11685,2K,120,123
262012,11685,2K,120,126
262013,11685,2K,120,345
262014,58707,64,120,403
262015,58707,64,120,4254
262016,58707,64,120,5064
262017,58707,64,120,3254
262018,58707,64,120,3918
262019,58707,64,120,4638
262020,58707,64,120,5258
262021,58707,64,120,4827
262022,11685,2K,120,122
262023,11685,2K,120,115
262024,6432,1,30,1220
262025,6432,1,15,55
262026,6432,16,15,399
262027,6432,1,15,263
262028,6432,4,15,309
262029,6432,1,15,113
262030,6432,1,15,206
262031,6432,1,15,185
262032,6432,1,15,280
262033,6432,1,15,210
262034,6432,1,15,314
262035,6432,1,15,318
262036,11685,2K,120,125
262037,11685,2K,120,125
262038,11685,2K,120,126
262039,11685,2K,120,1156
262040,11685,2K,120,126
262041,11685,2K,120,120
262042,11685,2K,120,120
262043,11685,2K,120,125
262044,11685,2K,120,128
262045,11685,2K,120,125
262046,11685,2K,120,127
262047,11685,2K,120,125
262048,11685,2K,120,125
262049,11685,2K,120,126
262050,11685,2K,120,907
262051,11685,2K,120,121
262052,11685,2K,120,120
262053,11685,2K,120,124
262054,11685,2K,120,934
262055,11685,2K,120,126
262056,11685,2K,120,128
262057,11685,2K,120,126
262058,11685,2K,120,126
262059,11685,2K,120,1300
262060,11685,2K,120,120
262061,11685,2K,120,127
262062,11685,2K,120,939
262063,11685,2K,120,905
262064,11685,2K,120,126
262065,11685,2K,120,120
262066,11685,2K,120,126
262067,11685,2K,120,135
262068,11685,2K,120,151
262069,11685,2K,120,2054
262070,11685,2K,60,1578
262071,58707,64,120,4381
262072,58707,64,120,5972
262073,58707,64,120,3790
262074,58707,64,120,3789
262075,58707,64,120,3963
262076,58707,64,120,4232
262077,58707,64,120,7227
262078,58707,64,120,5866
262079,11685,2K,60,294
262080,11685,2K,60,298
262081,11685,2K,60,287
262082,11685,2K,60,292
262083,11685,2K,60,293
262084,11685,2K,60,319
262085,16795,2K,20,478
262086,11685,2K,60,3618
262087,58707,900,360,3902
262088,58707,900,360,4020
262089,58707,900,360,2630
262090,58707,900,360,930
262091,17096,1,5,312
262092,16795,2K,20,1202
262093,16508,210,1,1
262094,16508,210,1,2
262095,16508,210,1,2
262096,16508,25,1,2
262097,5987,1,10,0
262098,5987,2,10,1
262099,5987,3,10,1
262100,5987,8,10,1
262101,5987,8,10,1
262102,16508,1000,1,68
262103,5987,8,10,0
262104,5987,8,10,0
262105,5987,64,10,0
262106,5987,256,10,0
262107,5987,256,10,1
262108,5987,256,10,1
262109,5987,256,10,0
262110,5987,256,10,1
262111,16508,2711,10,149
262112,16508,2832,1,15
262113,5987,256,10,1
262114,5987,256,10,0
262115,5987,256,10,1
262116,5987,256,10,1
262117,5987,256,10,1
262118,5987,256,10,1
262119,5987,256,10,0
262120,5987,256,10,1
262121,5987,256,10,0
262122,5987,256,10,0
262123,58732,8,60,3611
262124,16508,5893,1,25
262125,58088,1,30,1
262126,58088,1,30,1
262127,58088,1,30,54
262128,58088,1,30,2
262129,5987,1,60,3601
